id,tweet_url,created_at,full_text,Labels,screen_name,followers,friends,rt,fav,geo,coordinates,lang
1375434480739999746,twitter.com/Roshanrules67/status/1375434480739999746,Fri Mar 26 13:08:29 +0000 2021,"@asaravanan21 Chanakya Neeti to rule states:

Plan A: Divide people, win elections.
If that fails

Plan B: EVMs.
If that fails

Plan C: Buy MLAs, facilitate defection.
If that fails

Plan D: Amend laws to take away powers of the elected state govt.

#GNCTDBill #Delhi https://t.co/0mmSVpdwgs",0,Roshanrules67,348,5004,0,0,,,en
1375434459558735876,twitter.com/AbayjeetD/status/1375434459558735876,Fri Mar 26 13:08:24 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,AbayjeetD,0,11,6861,0,,,en
1375434287554514944,twitter.com/Roshanrules67/status/1375434287554514944,Fri Mar 26 13:07:43 +0000 2021,"@KathirNews @BJP4TamilNadu Chanakya Neeti to rule states:

Plan A: Divide people, win elections.
If that fails

Plan B: EVMs.
If that fails

Plan C: Buy MLAs, facilitate defection.
If that fails

Plan D: Amend laws to take away powers of the elected state govt.

#GNCTDBill #Delhi https://t.co/0mmSVpdwgs https://t.co/KvmGloWtQd",0,Roshanrules67,348,5004,0,0,,,en
1375433859232243731,twitter.com/Roshanrules67/status/1375433859232243731,Fri Mar 26 13:06:01 +0000 2021,"@Surya_BornToWin Chanakya Neeti to rule states:

Plan A: Divide people, win elections.
If that fails

Plan B: EVMs.
If that fails

Plan C: Buy MLAs, facilitate defection.
If that fails

Plan D: Amend laws to take away powers of the elected state govt.

#GNCTDBill #Delhi https://t.co/0mmSVpdwgs https://t.co/nzJCtTXEWA",0,Roshanrules67,348,5004,0,0,,,en
1375433844090757123,twitter.com/ShaliniSnj/status/1375433844090757123,Fri Mar 26 13:05:57 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,ShaliniSnj,7,53,4882,0,,,en
1375433567497453570,twitter.com/DejaVu45564232/status/1375433567497453570,Fri Mar 26 13:04:51 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,DejaVu45564232,8,104,6861,0,,,en
1375433566696316929,twitter.com/Roshanrules67/status/1375433566696316929,Fri Mar 26 13:04:51 +0000 2021,"Chanakya Neeti to rule states:

Plan A: Divide people, win elections.
If that fails

Plan B: EVMs.
If that fails

Plan C: Buy MLAs, facilitate defection.
If that fails

Plan D: Amend laws to take away powers of the elected state govt.

#GNCTDBill #Delhi https://t.co/0mmSVpdwgs",0,Roshanrules67,348,5004,1,0,,,en
1375433504838676480,twitter.com/TheAnupamDixit/status/1375433504838676480,Fri Mar 26 13:04:36 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,TheAnupamDixit,1190,471,6861,0,,,en
1375433342682685441,twitter.com/VIVEKSARSWAT22/status/1375433342682685441,Fri Mar 26 13:03:57 +0000 2021,"RT @JaipurDialogues: @Sanjay_Dixit will be in the dock with @nidheeshgoyal on how Vaze have affected MVA, Bangladesh to Bengal Elections Tr…",1,VIVEKSARSWAT22,42,155,8,0,,,en
1375433172012335105,twitter.com/MURTIPUJAK/status/1375433172012335105,Fri Mar 26 13:03:17 +0000 2021,"RT @ethicalsid: 𝙏𝙝𝙞𝙨 𝙬𝙞𝙡𝙡 𝙜𝙤 𝙙𝙤𝙬𝙣 𝙞𝙣 𝙃𝙞𝙨𝙩𝙤𝙧𝙮!!

""We 10 MP flew from Bengal for this discussion, although there's an election day after tomo…",0,MURTIPUJAK,100,221,1073,0,,,en
1375433162256306183,twitter.com/Anzarrahi1/status/1375433162256306183,Fri Mar 26 13:03:14 +0000 2021,@App supported the abrogation of artical  370.then then CAA&amp;NRC rites in Delhi stayed silent why APP don't support #GNCTDBill now in same spirit? https://t.co/5aHbXv05il,0,Anzarrahi1,51,104,0,1,,,en
1375432905963438082,twitter.com/indiansharieff/status/1375432905963438082,Fri Mar 26 13:02:13 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,indiansharieff,1164,1495,6861,0,,,en
1375432625347723266,twitter.com/RisingSun80/status/1375432625347723266,Fri Mar 26 13:01:06 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,RisingSun80,29,54,4882,0,,,en
1375432464659718145,twitter.com/LITUINDIA/status/1375432464659718145,Fri Mar 26 13:00:28 +0000 2021,"RT @vrs0055: @ANI I'm in favour of GNCTD bill.
Thank you @AmitShahOffice @kishanreddybjp 

@SanjayAzadSln @AamAadmiParty Bill to aayega!
#G…",0,LITUINDIA,1,124,0,0,,,en
1375431934562639873,twitter.com/LaskarMurtaza/status/1375431934562639873,Fri Mar 26 12:58:22 +0000 2021,RT @NandyAsmita: It didn't stop with Kashmir. It won't stop with Delhi. #GNCTDBill passed!,0,LaskarMurtaza,28,345,793,0,,,en
1375431751791616001,twitter.com/kskhurana1971/status/1375431751791616001,Fri Mar 26 12:57:38 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,kskhurana1971,2,16,4882,0,,,en
1375431673496494082,twitter.com/ThomSon00408029/status/1375431673496494082,Fri Mar 26 12:57:19 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,ThomSon00408029,60,41,4882,0,,,en
1375431455124254723,twitter.com/AlokYad55586841/status/1375431455124254723,Fri Mar 26 12:56:27 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,AlokYad55586841,2,34,4882,0,,,en
1375431375596048386,twitter.com/MYCITYMYCOUNTRY/status/1375431375596048386,Fri Mar 26 12:56:08 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,MYCITYMYCOUNTRY,82,118,4882,0,,,en
1375431054136254471,twitter.com/ravirau75512851/status/1375431054136254471,Fri Mar 26 12:54:52 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,ravirau75512851,1,7,4882,0,,,en
1375431042350243845,twitter.com/Vikalprit/status/1375431042350243845,Fri Mar 26 12:54:49 +0000 2021,"Well, most of us didn't get a say when the word secularism was forcefully added in the Constitution. Deal with it. #GNCTDBill https://t.co/lRdsgnj0v4",0,Vikalprit,54,91,0,1,,,en
1375430685201027074,twitter.com/pankajdixit2611/status/1375430685201027074,Fri Mar 26 12:53:24 +0000 2021,"RT @MANJULtoons: #GNCTDBill
My #cartoon for @firstpost
Telegram: https://t.co/0zuidcPdqY https://t.co/AAD6fyoaaR",1,pankajdixit2611,323,325,170,0,,,en
1375430332942589957,twitter.com/KhanYasserahmed/status/1375430332942589957,Fri Mar 26 12:52:00 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,KhanYasserahmed,11,101,6861,0,,,en
1375428563143430147,twitter.com/JassKhangura20/status/1375428563143430147,Fri Mar 26 12:44:58 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,JassKhangura20,0,22,4882,0,,,en
1375428358389915650,twitter.com/sonu_koli_2020/status/1375428358389915650,Fri Mar 26 12:44:09 +0000 2021,"RT @AamAadmiParty: MUST WATCH 🔥

AAP MP @SanjayAzadSln roars inside the Rajya Sabha against Modi Govt's Unconstitutional #GNCTDBill https:/…",0,sonu_koli_2020,73,1536,1414,0,,,en
1375428020907864073,twitter.com/MrBiteMe/status/1375428020907864073,Fri Mar 26 12:42:49 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,MrBiteMe,2,30,6861,0,,,en
1375427874098868224,twitter.com/imskhn/status/1375427874098868224,Fri Mar 26 12:42:14 +0000 2021,"Both Bills 1) Of Kashmir Which Was Supported By Kejo &amp; Now 2) Of Delhi,Both Are Wrong. Bt Keju Shd Know 'Karma Is Back '.
@ArvindKejriwal @SanjayAzadSln
@AamAadmiParty @BJP4India
@asadowaisi @aajtak @AmitShah
@narendramodi @ndtv
#GNCTDBill",0,imskhn,84,171,0,0,,,en
1375427056746389505,twitter.com/imskhn/status/1375427056746389505,Fri Mar 26 12:38:59 +0000 2021,"I Don't Understand Why Kajo Baba Is Opossing This Bill Bcz On 5th Aug 2019 His Party Supported Similar Bill In Rajya Sabha On Kashmir. 🤔
#GNCTDBill",0,imskhn,84,171,0,0,,,en
1375426977025302534,twitter.com/MohdsharifJ/status/1375426977025302534,Fri Mar 26 12:38:40 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,MohdsharifJ,4,48,4882,0,,,en
1375426580617510914,twitter.com/kaushal365/status/1375426580617510914,Fri Mar 26 12:37:05 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,kaushal365,1450,2825,4882,0,,,en
1375426219659812867,twitter.com/denish_thummar/status/1375426219659812867,Fri Mar 26 12:35:39 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,denish_thummar,26,58,6861,0,,,en
1375425994559877131,twitter.com/dipughost/status/1375425994559877131,Fri Mar 26 12:34:45 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,dipughost,231,153,4882,0,,,en
1375425524068048896,twitter.com/Tonkabutterisr1/status/1375425524068048896,Fri Mar 26 12:32:53 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,Tonkabutterisr1,8,218,6861,0,,,en
1375425464546697223,twitter.com/Tonkabutterisr1/status/1375425464546697223,Fri Mar 26 12:32:39 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,Tonkabutterisr1,8,218,4882,0,,,en
1375425350671298562,twitter.com/RishabPuthran1/status/1375425350671298562,Fri Mar 26 12:32:12 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,RishabPuthran1,10,58,6861,0,,,en
1375425340051312644,twitter.com/SheelendraSha13/status/1375425340051312644,Fri Mar 26 12:32:09 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,SheelendraSha13,59,140,4882,0,,,en
1375425280286760965,twitter.com/critc_sharma/status/1375425280286760965,Fri Mar 26 12:31:55 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,critc_sharma,81,241,6861,0,,,en
1375424991542476812,twitter.com/vparya51/status/1375424991542476812,Fri Mar 26 12:30:46 +0000 2021,RT @aartic02: How Easily Modi Govt brought an Unconstitutional #GNCTDBill &amp; got it Passed is Scary for our Nation !,0,vparya51,193,312,165,0,,,en
1375424939407273986,twitter.com/KalyanSisodiy/status/1375424939407273986,Fri Mar 26 12:30:34 +0000 2021,"RT @pawan_ajranaKKR: @ReallySwara Scene from Rajya Sabha after passing #GNCTDBill today 😂

 #chaprasiKejriwal https://t.co/i5qyxQaYp3",0,KalyanSisodiy,145,179,6,0,,,en
1375424877478379527,twitter.com/VinodJaybhaye8/status/1375424877478379527,Fri Mar 26 12:30:19 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,VinodJaybhaye8,33,396,4882,0,,,en
1375424714361868288,twitter.com/vparya51/status/1375424714361868288,Fri Mar 26 12:29:40 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,vparya51,193,312,4882,0,,,en
1375423611641724934,twitter.com/RagibAhmad14/status/1375423611641724934,Fri Mar 26 12:25:17 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,RagibAhmad14,863,1534,4882,0,,,en
1375423537075212288,twitter.com/ms3054825/status/1375423537075212288,Fri Mar 26 12:25:00 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,ms3054825,4,61,4882,0,,,en
1375423527088582658,twitter.com/VrushalGothiva1/status/1375423527088582658,Fri Mar 26 12:24:57 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,VrushalGothiva1,8,87,6861,0,,,en
1375423382640943104,twitter.com/ShifaKh93650306/status/1375423382640943104,Fri Mar 26 12:24:23 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,ShifaKh93650306,67,145,4882,0,,,en
1375423250059030531,twitter.com/shubhrac/status/1375423250059030531,Fri Mar 26 12:23:51 +0000 2021,"RT @MaryAnnKoruth: Sad day for democracy- Congrats India as we speed into #fascism  #ModiMadeDisaster 
#GNCTDBill #NoVoteToBJP 

An unelect…",0,shubhrac,820,566,2,0,,,en
1375423030998966284,twitter.com/SmitaDw62827175/status/1375423030998966284,Fri Mar 26 12:22:59 +0000 2021,"RT @Pravin24377581: #GNCTDBill
Listen bjp ,  you can grab the Delhi by  use of constitution but you have not enough power that you will win…",0,SmitaDw62827175,3,149,28,0,,,en
1375422328604028930,twitter.com/05shanky/status/1375422328604028930,Fri Mar 26 12:20:11 +0000 2021,"RT @JaipurDialogues: @Sanjay_Dixit will be in the dock with @nidheeshgoyal on how Vaze have affected MVA, Bangladesh to Bengal Elections Tr…",1,05shanky,306,707,8,0,,,en
1375421831457382406,twitter.com/MunishKumarVe17/status/1375421831457382406,Fri Mar 26 12:18:13 +0000 2021,RT @JSatyamev: In Dangal AajTak the way Rohit Sardana talks to Farmer and Opposition leader seems that they are demanding his own paternal…,1,MunishKumarVe17,520,234,1,0,,,en
1375421297216212992,twitter.com/manishgulliya88/status/1375421297216212992,Fri Mar 26 12:16:06 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,manishgulliya88,1341,823,6861,0,,,en
1375421135089627139,twitter.com/Ranjan7VK/status/1375421135089627139,Fri Mar 26 12:15:27 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,Ranjan7VK,1828,705,4882,0,,,en
1375420700203180033,twitter.com/pradeep_kannur/status/1375420700203180033,Fri Mar 26 12:13:43 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,pradeep_kannur,50,60,6861,0,,,en
1375420664715223044,twitter.com/Pramuk27103535/status/1375420664715223044,Fri Mar 26 12:13:35 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,Pramuk27103535,2,22,6861,0,,,en
1375420640522432520,twitter.com/VIMALAN06445037/status/1375420640522432520,Fri Mar 26 12:13:29 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,VIMALAN06445037,0,116,4882,0,,,en
1375420474792898560,twitter.com/Tejindar_007/status/1375420474792898560,Fri Mar 26 12:12:49 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,Tejindar_007,789,788,4882,0,,,en
1375419203876872199,twitter.com/RaviRajVasudev/status/1375419203876872199,Fri Mar 26 12:07:46 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,RaviRajVasudev,514,324,4882,0,,,en
1375419086402768897,twitter.com/UsmanAl68157674/status/1375419086402768897,Fri Mar 26 12:07:18 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,UsmanAl68157674,205,1427,6861,0,,,en
1375418582486552578,twitter.com/porendra/status/1375418582486552578,Fri Mar 26 12:05:18 +0000 2021,"RT @MANJULtoons: #GNCTDBill
My #cartoon for @firstpost
Telegram: https://t.co/0zuidcPdqY https://t.co/AAD6fyoaaR",1,porendra,75,0,170,0,,,en
1375417707424714755,twitter.com/JSatyamev/status/1375417707424714755,Fri Mar 26 12:01:50 +0000 2021,"In Dangal AajTak the way Rohit Sardana talks to Farmer and Opposition leader seems that they are demanding his own paternal property
#BJPFearsKejriwal #AajTakSabseTez
#BlackDayForDemocracy #FarmLaws_DeathWarrant #GNCTDBill
#FarmersProtest_BharatBandh
#BharatBandh
@RakeshTikaitBKU",1,JSatyamev,143,526,1,1,,,en
1375416361124438018,twitter.com/Shankar27273/status/1375416361124438018,Fri Mar 26 11:56:29 +0000 2021,"RT @sanjeevchadha8: #GNCTDBill 
Why @ArvindKejriwal and its team want to oppose because they dont want educational model 
But #LiquorMafia…",0,Shankar27273,6957,637,6,0,,,en
1375416140222976004,twitter.com/SSS82269827/status/1375416140222976004,Fri Mar 26 11:55:36 +0000 2021,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",0,SSS82269827,133,91,284,0,,,en
1375416003199266822,twitter.com/ChaiPremi/status/1375416003199266822,Fri Mar 26 11:55:03 +0000 2021,"I didn't came here to see ur dumb tweets!!!! 
😡😡😡😡 #GNCTDBill https://t.co/9vgimvT3Hv",1,ChaiPremi,99,89,0,0,,,en
1375415244634288130,twitter.com/prabhudesai/status/1375415244634288130,Fri Mar 26 11:52:02 +0000 2021,"RT @igot10on10: Blast from the past  😂
#GNCTDBill #ChaprasiKejriwal
#BlackDayForDemocracy https://t.co/yOub9x8hp4",0,prabhudesai,1118,857,916,0,,,en
1375415155517890564,twitter.com/pahat_shahnawaz/status/1375415155517890564,Fri Mar 26 11:51:41 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,pahat_shahnawaz,12,51,4882,0,,,en
1375414673529446407,twitter.com/AsHLuRk1/status/1375414673529446407,Fri Mar 26 11:49:46 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,AsHLuRk1,3,2,4882,0,,,en
1375414300160876548,twitter.com/VatsalSiddharth/status/1375414300160876548,Fri Mar 26 11:48:17 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,VatsalSiddharth,0,26,4882,0,,,en
1375414204144836609,twitter.com/Kartik42483994/status/1375414204144836609,Fri Mar 26 11:47:54 +0000 2021,RT @FunMauji: .@ArvindKejriwal with the india's most powerful chief ministers. 🤣  #GNCTDBill https://t.co/qvLKH3UjGW,0,Kartik42483994,27,52,49,0,,,en
1375412647126962177,twitter.com/MrBean28867534/status/1375412647126962177,Fri Mar 26 11:41:43 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,MrBean28867534,16,8,4882,0,,,en
