id,tweet_url,created_at,class,text,screen_name,followers,friends,rt,fav,geo,coordinates,lang
1.37E+18,twitter.com/Shubham41795193/status/1373616649622876163,Sun Mar 21 12:45:04 +0000 2021,0,"RT @Biswana72899933: Higher levels of unemployment and lower incomes are increasing day by day But Modi govt is still silent.

#RailApprent…",Shubham41795193,83,5,30,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373616597936467977,Sun Mar 21 12:44:52 +0000 2021,0,"RT @Tezanshii1: Don't stop guys
#RailApprentice_Ko_Rojgar_Do #sscreforms #ibps #cgl19marks #Modi_rojgar_do",Shubham41795193,83,5,5,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373616444714328065,Sun Mar 21 12:44:15 +0000 2021,0,"RT @KANHAIYALALKUS5: #modi_rojgar_do students behal hai
@FinMinIndia 
@yuvahallabol 
#RailApprentice_Ko_Rojgar_Do https://t.co/QTarM5gier",Shubham41795193,83,5,9,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373616394865012738,Sun Mar 21 12:44:03 +0000 2021,0,"RT @RAJESHK79640242: Your voice 
Your power, 
keep fighting 
Show student power. 
#modi_rojgar_do 
#modi_job_do
#RailApprentice_Ko_Rojgar_D…",Shubham41795193,83,5,13,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373616380763762690,Sun Mar 21 12:44:00 +0000 2021,0,"RT @NAYANPA36524345: Choose them, who can run the government ', who can provide employment to railway Apperntices!
#RailApprentice_Ko_Rojga…",Shubham41795193,83,5,13,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373616285334994946,Sun Mar 21 12:43:37 +0000 2021,0,"RT @Chandra39137075: #modi_rojgar_do We want rail apprentice recruitment in railways 
#RailApprentice_Ko_Rojgar_Do
#modi_rojgar_do https://…",Shubham41795193,83,5,9,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373616212194721792,Sun Mar 21 12:43:20 +0000 2021,0,"RT @Chandra39137075: We need job
#RailApprentice_Ko_Rojgar_Do
#modi_rojgar_do https://t.co/SVBlN0QY0f",Shubham41795193,83,5,14,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373616204175212544,Sun Mar 21 12:43:18 +0000 2021,0,"RT @Biswana72899933: Came to power in 2014 by giving false promises to the youth of India , Flag of India and thereafter his policies have…",Shubham41795193,83,5,122,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373616180657721344,Sun Mar 21 12:43:12 +0000 2021,0,"RT @KaliMoumita: Dear @PMOIndia,
You have done Demonetization, Lockdown, Election results, SC opening for Arnab in one day.
Now we are aski…",Shubham41795193,83,5,13,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373616116442877954,Sun Mar 21 12:42:57 +0000 2021,0,RT @Nabarun87104622: #modi_rojgar_do #RailApprentice_Ko_Rojgar_Do  We want secured life ...we are in depration ...there is no other way for…,Shubham41795193,83,5,120,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373616105978130433,Sun Mar 21 12:42:54 +0000 2021,0,"RT @minamanoj4: #modi_rojgar_do
#modi_rojgar_do We want rail apprentice recruitment in railways @AIRAAAOFFICIAL 
#RailApprentice_Ko_Rojgar_…",Shubham41795193,83,5,18,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373616095450390531,Sun Mar 21 12:42:52 +0000 2021,0,RT @alfaz_gopala_ke: Lakhs and lakhs of skilled apprentice are unemployed and still the government is continuously taking steps to privatis…,Shubham41795193,83,5,55,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373616053662588928,Sun Mar 21 12:42:42 +0000 2021,0,"RT @alfaz_gopala_ke: We are asking to PM, where is 2 crore govt jobs as he promised in every year?
#modi_rojgar_do
#RailApprentice_Ko_Rojga…",Shubham41795193,83,5,83,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373616020045271048,Sun Mar 21 12:42:34 +0000 2021,0,RT @pankajRsapkal1: #The unemployment crisis and slowing economy have left India's youth anxious. They deserve a sense of security.#RailApp…,Shubham41795193,83,5,150,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373616005646192646,Sun Mar 21 12:42:30 +0000 2021,0,"RT @SohuOmprakash: Save Railway Save Nation
#RailApprentice_Ko_Rojgar_Do
#modi_rojgar_do https://t.co/FLb6R8PVQG https://t.co/CCR867H4kq",Shubham41795193,83,5,78,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373615972351840259,Sun Mar 21 12:42:23 +0000 2021,0,"RT @iamsrkhan786: Today's youth is tomorrow 's future of our country.
 If there are no jobs, means no cash and no future .
Enough of Bhasha…",Shubham41795193,83,5,852,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373615938822569984,Sun Mar 21 12:42:15 +0000 2021,0,"RT @rajeshv33298574: #modi_rojgar_do
Selling pakoda is also a form of employment, Agreed , but when an engineer, doctor or post graduate is…",Shubham41795193,83,5,137,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373615917628678144,Sun Mar 21 12:42:09 +0000 2021,0,RT @DecentAshutosh: The unemployment crisis and slowing economy have left India's youth anxious. They deserve a sense of security.#RailAppr…,Shubham41795193,83,5,281,0,,,en
1.37E+18,twitter.com/Shubham41795193/status/1373615892588761088,Sun Mar 21 12:42:03 +0000 2021,0,"RT @Shubham35638562: Railway Apprentice Need Permanent Job
#modi_rojgar_do
#modi_job_do
#RailApprentice_Ko_Rojgar_Do 
#RailApprentice_Ko_Jo…",Shubham41795193,83,5,68,0,,,en
1.37E+18,twitter.com/DRChoud76754110/status/1373615135516880896,Sun Mar 21 12:39:03 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",DRChoud76754110,591,1271,20,0,,,en
1.37E+18,twitter.com/Surabhi45039289/status/1373614805018308608,Sun Mar 21 12:37:44 +0000 2021,0,@PiyushGoyal @AmitShah #Railway Protection Force(#RPF) #Vacancy #OUT Kijiye Jo #2Saal Pahle #Announced Kiye The Pur… https://t.co/KqngqavDDw,Surabhi45039289,107,187,0,0,,,ht
1.37E+18,twitter.com/Surabhi45039289/status/1373614764354510848,Sun Mar 21 12:37:35 +0000 2021,0,"@PiyushGoyal @AmitShah Kab Ayega #RPF #NEW #VACANCY JO #2SAAL PAHLE ANNOUNCED KIYE THE?

PLZ DONT #SPOIL #RPF… https://t.co/iB4ScK3XZp",Surabhi45039289,107,187,0,0,,,tl
1.37E+18,twitter.com/DRChoud76754110/status/1373614719311876097,Sun Mar 21 12:37:24 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",DRChoud76754110,591,1271,77,0,,,en
1.37E+18,twitter.com/DRChoud76754110/status/1373614183095308288,Sun Mar 21 12:35:16 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",DRChoud76754110,591,1271,70,0,,,en
1.37E+18,twitter.com/Sharvan39482002/status/1373614153496100866,Sun Mar 21 12:35:09 +0000 2021,0,"RT @Shubham35638562: Railway Apprentice Need Permanent Job
#modi_rojgar_do
#modi_job_do
#RailApprentice_Ko_Rojgar_Do 
#RailApprentice_Ko_Jo…",Sharvan39482002,55,122,68,0,,,en
1.37E+18,twitter.com/aniii451/status/1373611138441564162,Sun Mar 21 12:23:10 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",aniii451,5,8,77,0,,,en
1.37E+18,twitter.com/Bhavnas66554835/status/1373606576678866946,Sun Mar 21 12:05:02 +0000 2021,0,"RT @abhinay_maths1: Our demands
◆ Waiting list in SSC Exams
◆ Rank list in SSC Exams
◆ Age reckoning Issue
◆ Exam in Time-bound Manner
◆ On…",Bhavnas66554835,2,5,350,0,,,en
1.37E+18,twitter.com/Abhilas23251441/status/1373606521137885188,Sun Mar 21 12:04:49 +0000 2021,0,"RT @KhanSir_: How's the Josh? 

Keep your spirit high, until we get 1 crore tweets. Keep tweeting.

Fight For our FUTURE.
 Raise our voice…",Abhilas23251441,63,171,4464,0,,,en
1.37E+18,twitter.com/Abhilas23251441/status/1373606415382683650,Sun Mar 21 12:04:24 +0000 2021,0,RT @IndiaAheadNews: There is lack of clarity on the vacancies &amp; schedule of exams for administrative exams making it difficult for aspirant…,Abhilas23251441,63,171,2093,0,,,en
1.37E+18,twitter.com/apsiitm/status/1373604143877611521,Sun Mar 21 11:55:22 +0000 2021,0,RT @bharatsharma757: #modi_rojgar_do #Modi_jo_do,apsiitm,333,905,1,0,,,und
1.37E+18,twitter.com/ZaidFar86313068/status/1373604003754307590,Sun Mar 21 11:54:49 +0000 2021,0,"RT @adityap48788386: Boss with employee....

#StopPrivatisation 
#modi_rojgar_do 
#bycottbjp 
#नहीं_चाहिए_भाजपा https://t.co/JIR0VKtwJ3",ZaidFar86313068,1,64,8,0,,,en
1.37E+18,twitter.com/ArvindK74323277/status/1373600126766260225,Sun Mar 21 11:39:25 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",ArvindK74323277,71,94,29,0,,,en
1.37E+18,twitter.com/ArvindK74323277/status/1373599567615123458,Sun Mar 21 11:37:11 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",ArvindK74323277,71,94,77,0,,,en
1.37E+18,twitter.com/AnilPoonia95/status/1373596468892725249,Sun Mar 21 11:24:53 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",AnilPoonia95,0,19,29,0,,,en
1.37E+18,twitter.com/Avinash37241027/status/1373594575374258177,Sun Mar 21 11:17:21 +0000 2021,0,See this nd get ready for facing same situation #privatisation #indiagovernment #modi_rojgar_do https://t.co/hJEXxgaG8U,Avinash37241027,0,36,0,0,,,en
1.37E+18,twitter.com/Pknaturalove1/status/1373591682428538880,Sun Mar 21 11:05:51 +0000 2021,0,RT @RahulBihare3: #modi_rojgar_do,Pknaturalove1,222,737,1,0,,,und
1.37E+18,twitter.com/Swapnil31996904/status/1373590485135101955,Sun Mar 21 11:01:06 +0000 2021,0,"RT @AIRAAAOFFICIAL: #RailApprentice_Ko_Job_Do
#modi_rojgar_do
#modi_job_do

RT Fast 🏹🙌 https://t.co/eNzngYRxNB",Swapnil31996904,7,20,1224,0,,,en
1.37E+18,twitter.com/singhpal99/status/1373590206696292352,Sun Mar 21 11:00:00 +0000 2021,,"RT @devershit: @AamAadmiParty #BoycottBJP_4Farmers 
#FarmersProtest 
#ModiGovt4AmbaniAdani 
#modi_rojgar_do 
#modi_job_do #FarmersProtest10…",singhpal99,1375,60,1,0,,,und
1.37E+18,twitter.com/RachitNawal/status/1373584910150078469,Sun Mar 21 10:38:57 +0000 2021,0,"RT @RishavDJindal: #modi_rojgar_do is Trending,
Meanwhile Modi Ji: https://t.co/N9PTqmaYpi",RachitNawal,4287,490,8,0,,,en
1.37E+18,twitter.com/mai_ajay/status/1373584246678286339,Sun Mar 21 10:36:19 +0000 2021,0,"@narendramodi Students Demand Job meanwhile @narendramodi                  👇👇
#modi_rojgar_do #modi_job_do… https://t.co/koshe1NiVa",mai_ajay,31,74,0,0,,,en
1.37E+18,twitter.com/mai_ajay/status/1373583278188470276,Sun Mar 21 10:32:28 +0000 2021,0,"#modi_rojgar_do #modi_job_do #modi_rojgar_do #modi_job_do #modi_rojgar_do #modi_job_do 
28 March new Twitter campai… https://t.co/n49982628X",mai_ajay,31,74,0,0,,,en
1.37E+18,twitter.com/SACHINA78230906/status/1373582754819018754,Sun Mar 21 10:30:23 +0000 2021,0,"RT @neerajjangid_11: #modi_rojgar_do 
#modi_job_do

https://t.co/MHQvmHilmu https://t.co/zmhYXYzh7B",SACHINA78230906,0,21,78,0,,,und
1.37E+18,twitter.com/Maaru1119/status/1373580123635478529,Sun Mar 21 10:19:56 +0000 2021,0,"RT @GaganPratapMath: Let's raise our voice for the unemployed youth of our country.

#modi_job_do #मोदी_रोजगार_दो 
#modi_rojgar_do",Maaru1119,1,4,20978,0,,,en
1.37E+18,twitter.com/MUKUL17941950/status/1373579732529278976,Sun Mar 21 10:18:22 +0000 2021,0,"RT @Kkhansir: Education is the most powerful weapon which you can use to change the world.

#modi_rojgar_do 
#modi_job_do https://t.co/laZQ…",MUKUL17941950,0,14,27,0,,,en
1.37E+18,twitter.com/Maaru1119/status/1373578406474915843,Sun Mar 21 10:13:06 +0000 2021,0,"RT @Devendr00707472: We need all Government Exam Aspirants: SSC, RRB, Banking, TET &amp; other state exams to join the Grand Twitter Campaign t…",Maaru1119,1,4,1178,0,,,en
1.37E+18,twitter.com/Ompraka96350790/status/1373575497846648834,Sun Mar 21 10:01:33 +0000 2021,0,"RT @abhinay_maths1: Our demands
◆ Waiting list in SSC Exams
◆ Rank list in SSC Exams
◆ Age reckoning Issue
◆ Exam in Time-bound Manner
◆ On…",Ompraka96350790,0,7,350,0,,,en
1.37E+18,twitter.com/RahulBihare3/status/1373574807359418369,Sun Mar 21 09:58:48 +0000 2021,0,#modi_rojgar_do,RahulBihare3,1,19,1,1,,,und
1.37E+18,twitter.com/Aditya80884246/status/1373574701163810817,Sun Mar 21 09:58:23 +0000 2021,0,RT @Aditya80884246: #modi_rojgar_do,Aditya80884246,1,0,1,0,,,und
1.37E+18,twitter.com/Sain11Banti/status/1373574194160574470,Sun Mar 21 09:56:22 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",Sain11Banti,3,30,70,0,,,en
1.37E+18,twitter.com/Sain11Banti/status/1373573756451385345,Sun Mar 21 09:54:37 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",Sain11Banti,3,30,77,0,,,en
1.37E+18,twitter.com/Prema84200340/status/1373573260906958848,Sun Mar 21 09:52:39 +0000 2021,0,RT @Prema84200340: @PMOIndia #modi_rojgar_do,Prema84200340,2,26,2,0,,,und
1.37E+18,twitter.com/OmYadev/status/1373573137355390977,Sun Mar 21 09:52:10 +0000 2021,0,@Ravishk356 #modi_rozgar_do  #modi_rojgar_do,OmYadev,4,26,0,0,,,und
1.37E+18,twitter.com/RITESHK57522945/status/1373573076152020992,Sun Mar 21 09:51:55 +0000 2021,0,@narendramodi #Modi_rojgar_do,RITESHK57522945,1,53,0,0,,,und
1.37E+18,twitter.com/DharaiyaHasmukh/status/1373572612614320134,Sun Mar 21 09:50:05 +0000 2021,0,"RT @twittsuyash0409: @GaganPratapMath Only option with the government is to ban Twitter in India!
Youth will not stop trending  until the g…",DharaiyaHasmukh,2,11,3,0,,,en
1.37E+18,twitter.com/BhoopendraBhola/status/1373572317893206016,Sun Mar 21 09:48:54 +0000 2021,0,"RT @GaganPratapMath: Bring it on.
10 million tweets in next few hours.

#modi_rojgar_do 
#modi_job_do",BhoopendraBhola,0,4,21765,0,,,en
1.37E+18,twitter.com/BhoopendraBhola/status/1373572315158515720,Sun Mar 21 09:48:54 +0000 2021,0,"RT @GaganPratapMath: #modi_job_do
#modi_rojgar_do
Let's reform the system.",BhoopendraBhola,0,4,16609,0,,,en
1.37E+18,twitter.com/BhoopendraBhola/status/1373572309135462400,Sun Mar 21 09:48:52 +0000 2021,0,RT @GaganPratapMath: Use below hashtags in all your tweets. #modi_rojgar_do #modi_job_do,BhoopendraBhola,0,4,24209,0,,,en
1.37E+18,twitter.com/BhoopendraBhola/status/1373572235785560070,Sun Mar 21 09:48:35 +0000 2021,0,"RT @GaganPratapMath: Lots of wrong hashtags are doing rounds. Use the right hashtags. 👇👇👇
#modi_job_do 
#modi_rojgar_do",BhoopendraBhola,0,4,20493,0,,,en
1.37E+18,twitter.com/getzpavan/status/1373571331325759488,Sun Mar 21 09:44:59 +0000 2021,0,"RT @Ranisingh55: #StudentsWantJobs 
We will never stop 
Stay positive stay energetic
Do it for yourself 🖤
#modi_rojgar_दो 
#modi_rojgar_do…",getzpavan,11,2,80,0,,,en
1.37E+18,twitter.com/RahulSi05567836/status/1373570486936825863,Sun Mar 21 09:41:38 +0000 2021,0,RT @RAVIKUM97426738: #modi_rojgar_do https://t.co/nzT0bK4zcn,RahulSi05567836,0,3,1,0,,,und
1.37E+18,twitter.com/RahulSi05567836/status/1373570398516781056,Sun Mar 21 09:41:17 +0000 2021,0,RT @RAVIKUM97426738: #modi_rojgar_do,RahulSi05567836,0,3,1,0,,,und
1.37E+18,twitter.com/Beeshal48081746/status/1373567639474249731,Sun Mar 21 09:30:19 +0000 2021,0,"RT @kanhaiy07002135: #modi_rojgar_do
STUDENT DEMANDS-
●Timely Exam.
●Increase Vacancies.
●Reform in EXAM process.
●Timely Results.
●Stop le…",Beeshal48081746,0,47,6423,0,,,en
1.37E+18,twitter.com/Bhushan99093387/status/1373562361622134790,Sun Mar 21 09:09:21 +0000 2021,0,"RT @DrGauravGarg4: I will support the campaign #modi_rojgar_do 
on 25th February.
I am with all of you like every time.",Bhushan99093387,966,454,6256,0,,,en
1.37E+18,twitter.com/Bhushan99093387/status/1373562361617866762,Sun Mar 21 09:09:21 +0000 2021,0,"RT @MahipalRathore: #SSC results often have major discrepancies and aspirants have to 'demand' corrective measures. 
High time SSC overhaul…",Bhushan99093387,966,454,7294,0,,,en
1.37E+18,twitter.com/Bhushan99093387/status/1373561921857724423,Sun Mar 21 09:07:36 +0000 2021,0,"RT @vipangoyal13: The youth of today are the leaders of tomorrow.

#modi_rojgar_do",Bhushan99093387,966,454,2949,0,,,en
1.37E+18,twitter.com/Bhushan99093387/status/1373561920175796227,Sun Mar 21 09:07:35 +0000 2021,0,"RT @dhruv_rathee: Trending at no.1 #modi_rojgar_do

Listen to the voice of students!",Bhushan99093387,966,454,13596,0,,,en
1.37E+18,twitter.com/Bhushan99093387/status/1373561760322519044,Sun Mar 21 09:06:57 +0000 2021,1,"RT @DrGauravGarg4: Maha-Yagya tomorrow

ReTweet if you are coming 
Like if you are not coming

I am coming, Are you?

#modi_rojgar_do
#modi…",Bhushan99093387,966,454,4312,0,,,en
1.37E+18,twitter.com/Bhushan99093387/status/1373561441244966913,Sun Mar 21 09:05:41 +0000 2021,0,"RT @gaganpartapmath: #modi_rojgar_do
We crossed 2.5+ Million tweet
Aslo trending on No. 1 

Retweet 🔁 more and more 🙏

#modi_job_do
#modi_j…",Bhushan99093387,966,454,4142,0,,,en
1.37E+18,twitter.com/Jerald_2305/status/1373557350720700419,Sun Mar 21 08:49:26 +0000 2021,1,"Its Hypocrisy VS Democracy !!

#Modi_Rojgar_Do
#LPGPriceHike
#PetrolDieselPriceHike
#IndiasPrivatization… https://t.co/afXjOABzCs",Jerald_2305,39,20,0,0,,,en
1.37E+18,twitter.com/Jerald_2305/status/1373557157942026240,Sun Mar 21 08:48:40 +0000 2021,1,"Its Hypocrisy VS Democracy !!

#Modi_Rojgar_Do
#LPGPriceHike
#PetrolDieselPriceHike
#IndiasPrivatization… https://t.co/Zb8zdudss6",Jerald_2305,39,20,0,0,,,en
1.37E+18,twitter.com/Jerald_2305/status/1373556868530905089,Sun Mar 21 08:47:31 +0000 2021,1,"Its Hypocrisy VS Democracy !!
#गहलोत_दया_करो
#Modi_Rojgar_Do
#LPGPriceHike
#PetrolDieselPriceHike… https://t.co/vzTll0ZDN3",Jerald_2305,39,20,0,0,,,en
1.37E+18,twitter.com/Jerald_2305/status/1373556667812438017,Sun Mar 21 08:46:43 +0000 2021,1,"Its Hypocrisy VS Democracy !!

#Modi_Rojgar_Do
#LPGPriceHike
#PetrolDieselPriceHike
#IndiasPrivatization… https://t.co/VEXHou7cVV",Jerald_2305,39,20,0,0,,,en
1.37E+18,twitter.com/Jerald_2305/status/1373556452938293248,Sun Mar 21 08:45:52 +0000 2021,1,"Its Hypocrisy VS Democracy !!

#Modi_Rojgar_Do
#LPGPriceHike
#PetrolDieselPriceHike
#IndiasPrivatization… https://t.co/inLDmVnTQ8",Jerald_2305,39,20,0,0,,,en
1.37E+18,twitter.com/KUNJBIH53520191/status/1373556188411916295,Sun Mar 21 08:44:49 +0000 2021,0,RT @BrijKishoreYa19: #modi_rojgar_do,KUNJBIH53520191,2,13,1,0,,,und
1.37E+18,twitter.com/RajeshK98950254/status/1373555894676512768,Sun Mar 21 08:43:39 +0000 2021,0,"RT @banyalakamal: @INCIndia #modi_rojgar_do 
#no_job_no_vote 
#stop_privatisation https://t.co/YpLBaJe0Mb",RajeshK98950254,16,23,2,0,,,und
1.37E+18,twitter.com/Bhushan99093387/status/1373554860730114053,Sun Mar 21 08:39:32 +0000 2021,0,"RT @GaganPratapMath: Dear @narendramodi, are you listening to the voice of the youths?  #modi_job_do #modi_rojgar_do",Bhushan99093387,966,454,24050,0,,,en
